component_failed,failure_timestamp,operating_hours_at_failure
cooling_system,2012-05-2,3330.6
processing_cleaning_system,2012-11-0,4165.0
def_system,2013-03-2,4874.0
sensor_vision_system,2013-10-1,5789.8
electrical_system,2013-12-2,6149.3
air_system,2014-02-2,6476.0
auger_unloading_system,2014-03-1,6600.3
hydraulic_system,2014-09-1,7465.1
cooling_system,2015-06-2,8868.4
fuel_system,2015-07-1,8997.3
def_system,2015-07-2,9044.4
chassis_structural,2015-08-1,9142.0
electrical_system,2015-12-0,9735.8
processing_cleaning_system,2016-01-3,10053.2
transmission_drive_system,2016-09-1,11118.9
fuel_system,2017-05-0,12103.8
auger_unloading_system,2017-09-0,12689.1
sensor_vision_system,2017-11-2,13139.5
engine_system,2019-03-0,15439.4
def_system,2019-04-0,15592.8
sensor_vision_system,2019-06-3,16055.7
processing_cleaning_system,2019-07-1,16103.0
air_system,2019-09-1,16437.0
auger_unloading_system,2019-10-1,16614.5
electrical_system,2020-02-1,17266.6
