component_failed,failure_timestamp,operating_hours_at_failure
def_system,2012-06-0,3609.7
electrical_system,2013-02-2,4958.4
fuel_system,2013-06-0,5529.9
cooling_system,2013-09-2,6046.4
processing_cleaning_system,2013-10-2,6209.9
engine_system,2013-12-1,6466.4
auger_unloading_system,2014-05-2,7312.6
def_system,2014-10-1,8064.4
processing_cleaning_system,2014-11-1,8163.3
sensor_vision_system,2014-12-1,8258.7
hydraulic_system,2014-12-1,8287.6
processing_cleaning_system,2015-12-1,10173.6
sensor_vision_system,2016-03-3,10660.9
air_system,2016-07-0,11183.6
auger_unloading_system,2016-09-1,11593.4
transmission_drive_system,2016-09-1,11634.1
engine_system,2016-09-2,11668.1
cooling_system,2016-10-1,11771.8
electrical_system,2017-05-3,12715.4
def_system,2018-01-2,13964.5
fuel_system,2018-04-2,14421.2
chassis_structural,2018-06-0,14710.9
processing_cleaning_system,2018-07-3,15002.1
sensor_vision_system,2019-06-2,16579.9
auger_unloading_system,2019-11-1,17214.0
engine_system,2020-04-2,18014.1
