component_failed,failure_timestamp,operating_hours_at_failure
auger_unloading_system,2011-09-1,2254.0
processing_cleaning_system,2013-02-2,4819.8
hydraulic_system,2013-07-2,5567.6
sensor_vision_system,2013-09-3,5892.7
transmission_drive_system,2014-01-0,6317.6
air_system,2014-03-0,6637.1
auger_unloading_system,2014-03-2,6775.3
def_system,2014-06-2,7176.7
fuel_system,2014-09-2,7621.3
electrical_system,2014-10-1,7688.0
cooling_system,2014-11-1,7847.1
engine_system,2014-12-1,7971.4
processing_cleaning_system,2015-05-2,8875.5
cooling_system,2015-11-2,9837.2
sensor_vision_system,2016-02-0,10235.1
chassis_structural,2016-05-0,10590.2
def_system,2016-10-3,11515.3
processing_cleaning_system,2017-02-2,12042.5
engine_system,2017-08-0,12820.1
hydraulic_system,2017-12-2,13465.9
auger_unloading_system,2018-02-0,13781.1
electrical_system,2018-03-0,13950.7
sensor_vision_system,2018-05-0,14232.0
cooling_system,2018-09-0,14875.4
air_system,2019-09-1,16886.2
processing_cleaning_system,2019-09-2,16993.9
sensor_vision_system,2019-10-0,17050.8
cooling_system,2019-10-2,17172.2
auger_unloading_system,2020-01-2,17640.9
air_system,2020-01-2,17655.9
engine_system,2020-02-1,17741.0
def_system,2020-02-2,17851.8
