component_failed,failure_timestamp,operating_hours_at_failure
processing_cleaning_system,2012-04-0,3277.6
sensor_vision_system,2012-07-0,3832.1
transmission_drive_system,2013-02-2,5007.9
def_system,2013-03-3,5238.6
engine_system,2013-06-2,5690.0
auger_unloading_system,2013-07-0,5740.3
fuel_system,2013-07-2,5813.5
cooling_system,2013-09-2,6185.0
processing_cleaning_system,2014-06-1,7524.4
processing_cleaning_system,2015-11-1,10080.8
air_system,2015-12-0,10150.5
sensor_vision_system,2015-12-1,10185.5
hydraulic_system,2015-12-1,10213.8
electrical_system,2015-12-1,10235.9
auger_unloading_system,2016-05-3,10986.7
chassis_structural,2016-06-0,11030.3
def_system,2016-06-0,11043.8
cooling_system,2016-09-1,11580.4
transmission_drive_system,2016-12-0,11959.1
engine_system,2017-02-1,12306.8
processing_cleaning_system,2017-12-0,13758.5
electrical_system,2018-05-0,14545.3
fuel_system,2018-05-0,14577.6
hydraulic_system,2018-09-2,15091.5
sensor_vision_system,2019-04-0,15911.5
def_system,2019-10-2,16927.3
processing_cleaning_system,2019-10-2,16945.6
cooling_system,2020-03-0,17608.8
