component_failed,failure_timestamp,operating_hours_at_failure
sensor_vision_system,2013-03-0,5139.1
auger_unloading_system,2013-04-2,5391.9
electrical_system,2013-04-3,5446.0
hydraulic_system,2013-06-2,5759.0
processing_cleaning_system,2013-06-2,5766.7
transmission_drive_system,2014-07-1,7758.8
processing_cleaning_system,2014-07-2,7829.3
def_system,2014-08-1,7898.0
engine_system,2014-10-2,8203.8
fuel_system,2014-10-2,8218.0
chassis_structural,2014-12-2,8587.6
cooling_system,2015-02-1,8867.3
sensor_vision_system,2015-10-1,10167.0
electrical_system,2016-04-3,11044.5
auger_unloading_system,2016-06-0,11236.9
air_system,2016-08-0,11536.2
processing_cleaning_system,2017-03-2,12561.6
hydraulic_system,2017-07-0,13084.3
def_system,2017-12-0,13728.6
sensor_vision_system,2017-12-2,13829.2
fuel_system,2018-03-0,14155.9
auger_unloading_system,2018-03-2,14194.2
transmission_drive_system,2018-11-2,15356.1
electrical_system,2018-12-2,15540.9
chassis_structural,2019-07-2,16605.0
processing_cleaning_system,2020-03-1,17775.3
engine_system,2020-03-2,17884.3
