component_failed,failure_timestamp,operating_hours_at_failure
cooling_system,2012-05-0,3154.3
def_system,2012-08-0,3659.5
air_system,2013-05-1,5128.9
auger_unloading_system,2013-05-3,5224.2
processing_cleaning_system,2013-11-1,6056.9
electrical_system,2013-12-1,6153.7
hydraulic_system,2014-01-2,6401.1
sensor_vision_system,2014-07-2,7315.0
engine_system,2014-10-2,7721.3
chassis_structural,2015-03-1,8460.9
fuel_system,2015-06-1,9057.9
cooling_system,2015-06-2,9091.2
processing_cleaning_system,2015-07-1,9217.3
def_system,2015-12-2,10061.2
air_system,2016-02-0,10257.5
auger_unloading_system,2016-05-1,10788.8
sensor_vision_system,2017-08-2,12771.4
hydraulic_system,2017-08-2,12800.4
engine_system,2017-09-2,13000.1
def_system,2017-12-2,13389.8
processing_cleaning_system,2018-04-2,13996.7
electrical_system,2018-05-1,14075.1
transmission_drive_system,2018-11-0,14917.8
cooling_system,2018-12-2,15184.0
auger_unloading_system,2019-04-1,15743.6
chassis_structural,2019-04-2,15794.9
def_system,2019-10-2,16877.9
hydraulic_system,2020-04-2,17726.6
