component_failed,failure_timestamp,operating_hours_at_failure
processing_cleaning_system,2012-02-2,3154.1
auger_unloading_system,2012-04-2,3471.1
cooling_system,2013-01-1,4790.6
electrical_system,2013-07-3,5713.5
chassis_structural,2013-11-3,6291.4
air_system,2014-01-2,6579.4
sensor_vision_system,2014-03-0,6745.0
def_system,2014-04-1,6944.1
processing_cleaning_system,2014-04-2,7005.7
engine_system,2014-09-1,7795.2
hydraulic_system,2015-04-2,8772.0
auger_unloading_system,2015-07-2,9218.4
fuel_system,2015-11-0,9772.0
cooling_system,2016-07-3,11151.2
sensor_vision_system,2016-11-0,11474.7
air_system,2017-02-0,11954.9
processing_cleaning_system,2017-05-0,12402.9
engine_system,2017-07-1,12828.7
hydraulic_system,2017-12-0,13487.0
def_system,2018-01-1,13731.6
fuel_system,2018-02-0,13874.3
chassis_structural,2018-02-2,13933.2
electrical_system,2018-06-0,14536.1
transmission_drive_system,2018-08-0,14802.5
sensor_vision_system,2018-08-0,14818.6
auger_unloading_system,2019-07-0,16460.1
cooling_system,2019-12-1,17240.4
