component_failed,failure_timestamp,operating_hours_at_failure
def_system,2012-04-2,3455.5
electrical_system,2012-06-2,3806.0
auger_unloading_system,2012-07-3,3980.0
hydraulic_system,2012-08-0,3993.7
processing_cleaning_system,2013-01-2,4916.3
cooling_system,2013-07-2,5883.0
fuel_system,2013-09-2,6201.3
chassis_structural,2013-11-2,6474.6
hydraulic_system,2014-05-1,7259.3
transmission_drive_system,2014-05-2,7298.9
sensor_vision_system,2014-06-2,7506.1
auger_unloading_system,2014-08-1,7745.7
engine_system,2015-04-0,8969.1
processing_cleaning_system,2015-08-0,9540.3
hydraulic_system,2015-11-2,10096.2
electrical_system,2015-12-0,10158.7
def_system,2016-02-0,10442.3
air_system,2016-08-0,11335.8
sensor_vision_system,2016-09-0,11461.1
processing_cleaning_system,2016-12-0,11902.2
auger_unloading_system,2017-08-0,13089.9
electrical_system,2017-11-3,13713.6
def_system,2018-02-2,14131.5
fuel_system,2018-07-0,14794.4
cooling_system,2018-08-3,15000.5
auger_unloading_system,2019-03-3,16075.0
air_system,2019-04-0,16089.3
processing_cleaning_system,2019-07-2,16592.2
transmission_drive_system,2019-09-2,16961.4
sensor_vision_system,2019-10-3,17168.8
chassis_structural,2019-11-2,17302.1
def_system,2020-02-2,17657.8
