component_failed,failure_timestamp,operating_hours_at_failure
def_system,2010-07-3,152.7
hydraulic_system,2012-03-0,3095.0
auger_unloading_system,2012-12-0,4445.2
processing_cleaning_system,2013-03-2,5051.8
def_system,2013-08-2,5779.9
transmission_drive_system,2013-09-0,5828.2
electrical_system,2014-07-2,7465.8
fuel_system,2014-08-1,7523.8
sensor_vision_system,2014-09-1,7703.8
processing_cleaning_system,2014-09-1,7719.9
chassis_structural,2014-09-1,7727.3
engine_system,2015-03-1,8607.4
auger_unloading_system,2015-12-0,9960.7
processing_cleaning_system,2015-12-0,9985.2
air_system,2016-05-0,10633.1
fuel_system,2016-07-0,10972.5
def_system,2017-01-2,11942.6
hydraulic_system,2017-02-0,12048.2
electrical_system,2017-02-2,12108.9
sensor_vision_system,2017-07-2,12821.1
cooling_system,2017-08-1,12939.2
transmission_drive_system,2017-10-2,13316.1
auger_unloading_system,2018-01-0,13666.5
def_system,2019-02-2,15828.7
auger_unloading_system,2019-05-3,16342.3
processing_cleaning_system,2019-07-2,16641.9
engine_system,2020-01-2,17556.2
