component_failed,failure_timestamp,operating_hours_at_failure
processing_cleaning_system,2012-04-2,3391.7
electrical_system,2012-06-2,3669.9
sensor_vision_system,2012-07-0,3740.6
auger_unloading_system,2013-03-2,5010.2
cooling_system,2013-04-2,5167.5
fuel_system,2013-11-0,6153.9
def_system,2014-02-2,6711.2
electrical_system,2014-02-2,6718.8
air_system,2014-06-1,7277.1
processing_cleaning_system,2014-09-0,7710.1
engine_system,2014-10-2,8008.3
auger_unloading_system,2015-09-0,9587.1
sensor_vision_system,2015-11-1,9934.0
hydraulic_system,2016-03-3,10543.7
chassis_structural,2016-06-1,10929.6
transmission_drive_system,2016-10-3,11533.6
electrical_system,2017-03-0,12124.8
processing_cleaning_system,2017-06-0,12463.8
fuel_system,2017-06-2,12569.6
auger_unloading_system,2017-08-1,12856.5
sensor_vision_system,2017-09-0,12962.4
def_system,2018-08-1,14757.9
auger_unloading_system,2018-09-0,14904.7
hydraulic_system,2018-09-2,15003.1
engine_system,2019-02-2,15691.2
cooling_system,2019-04-0,15966.3
air_system,2019-04-1,15982.6
sensor_vision_system,2019-12-1,17257.1
processing_cleaning_system,2020-02-1,17556.4
def_system,2020-02-2,17653.4
electrical_system,2020-03-1,17725.7
