component_failed,failure_timestamp,operating_hours_at_failure
air_system,2011-07-0,1841.2
sensor_vision_system,2012-03-3,3124.8
fuel_system,2012-12-2,4362.0
def_system,2012-12-2,4395.0
auger_unloading_system,2013-04-2,4990.3
processing_cleaning_system,2013-10-3,5888.7
hydraulic_system,2013-12-2,6167.2
transmission_drive_system,2014-06-1,6989.1
engine_system,2014-06-2,7129.6
sensor_vision_system,2014-07-2,7230.1
cooling_system,2014-10-1,7547.7
chassis_structural,2014-12-1,7926.3
air_system,2015-03-2,8450.1
electrical_system,2015-08-1,9130.9
auger_unloading_system,2015-12-0,9680.3
fuel_system,2016-03-3,10240.1
processing_cleaning_system,2016-03-3,10240.1
sensor_vision_system,2016-09-0,11007.3
def_system,2017-01-0,11584.1
auger_unloading_system,2017-01-2,11700.4
engine_system,2017-04-0,11928.9
cooling_system,2018-06-2,14176.9
auger_unloading_system,2018-12-0,14927.1
def_system,2018-12-1,14963.6
processing_cleaning_system,2019-01-0,15131.8
electrical_system,2019-02-1,15307.7
chassis_structural,2019-07-2,16170.8
engine_system,2019-09-1,16378.9
hydraulic_system,2019-10-2,16613.0
fuel_system,2019-12-2,16833.3
air_system,2020-02-2,17084.8
