component_failed,failure_timestamp,operating_hours_at_failure
auger_unloading_system,2012-04-0,3098.1
cooling_system,2013-07-2,5397.4
air_system,2013-08-1,5426.0
processing_cleaning_system,2013-09-1,5610.7
transmission_drive_system,2014-02-1,6471.1
engine_system,2014-02-2,6598.0
sensor_vision_system,2014-03-1,6634.4
electrical_system,2014-07-2,7366.1
fuel_system,2014-10-3,7894.3
processing_cleaning_system,2014-11-2,8055.4
auger_unloading_system,2014-12-1,8100.0
chassis_structural,2015-04-2,8749.8
def_system,2015-05-2,8953.1
auger_unloading_system,2016-01-3,10147.6
engine_system,2016-03-3,10469.2
sensor_vision_system,2016-03-3,10469.2
hydraulic_system,2016-08-2,11172.8
cooling_system,2016-10-1,11525.9
fuel_system,2016-12-1,11832.4
processing_cleaning_system,2017-12-2,13541.2
hydraulic_system,2018-01-2,13724.5
electrical_system,2018-05-0,14153.7
engine_system,2018-07-3,14606.8
auger_unloading_system,2018-10-2,14954.0
def_system,2018-11-2,15103.5
processing_cleaning_system,2019-06-0,16023.0
transmission_drive_system,2019-08-1,16468.5
cooling_system,2019-09-2,16705.7
sensor_vision_system,2019-10-2,16808.4
air_system,2019-12-2,17149.9
