component_failed,failure_timestamp,operating_hours_at_failure
def_system,2012-02-0,2907.7
auger_unloading_system,2012-03-0,3036.4
cooling_system,2012-05-0,3375.9
electrical_system,2012-05-0,3388.4
chassis_structural,2013-01-1,4697.3
engine_system,2013-01-1,4706.6
processing_cleaning_system,2013-08-0,5697.8
fuel_system,2014-01-1,6435.1
sensor_vision_system,2014-03-2,6882.8
transmission_drive_system,2014-09-1,7747.1
auger_unloading_system,2014-11-2,8139.9
electrical_system,2014-12-2,8284.8
air_system,2014-12-2,8342.8
hydraulic_system,2015-04-1,8869.6
def_system,2015-12-1,10147.9
processing_cleaning_system,2016-03-3,10566.4
auger_unloading_system,2016-05-3,10884.1
transmission_drive_system,2017-06-3,12830.5
cooling_system,2017-08-1,13115.0
engine_system,2017-11-1,13594.6
chassis_structural,2018-01-0,13816.7
sensor_vision_system,2018-03-0,14109.0
air_system,2018-07-2,14855.0
fuel_system,2018-11-0,15443.3
processing_cleaning_system,2019-02-0,15991.6
cooling_system,2019-03-2,16193.8
def_system,2019-04-2,16328.4
auger_unloading_system,2019-09-2,17099.4
electrical_system,2020-01-1,17602.3
