component_failed,failure_timestamp,operating_hours_at_failure
sensor_vision_system,2011-08-0,2091.7
processing_cleaning_system,2012-08-0,3751.6
auger_unloading_system,2012-08-1,3831.2
def_system,2013-01-0,4447.3
electrical_system,2013-01-2,4569.7
sensor_vision_system,2013-02-1,4615.4
chassis_structural,2013-09-2,5651.8
fuel_system,2013-11-1,5946.9
cooling_system,2013-12-1,6082.9
auger_unloading_system,2014-05-2,6987.7
sensor_vision_system,2015-03-1,8366.3
engine_system,2015-08-1,9068.6
processing_cleaning_system,2015-08-1,9130.7
def_system,2016-01-3,9943.6
air_system,2016-02-1,10049.5
hydraulic_system,2016-06-1,10647.4
processing_cleaning_system,2016-11-0,11412.9
electrical_system,2017-04-3,12262.1
auger_unloading_system,2017-08-0,12744.3
transmission_drive_system,2017-11-2,13356.1
fuel_system,2018-01-2,13606.6
chassis_structural,2018-02-1,13767.3
sensor_vision_system,2018-04-0,13982.7
cooling_system,2018-11-2,15080.0
def_system,2019-01-0,15334.8
electrical_system,2019-01-2,15469.7
auger_unloading_system,2019-02-2,15528.9
chassis_structural,2020-02-1,17370.0
processing_cleaning_system,2020-04-1,17630.6
