component_failed,failure_timestamp,operating_hours_at_failure
sensor_vision_system,2012-07-2,3851.5
processing_cleaning_system,2012-09-2,4212.7
fuel_system,2012-11-1,4467.3
cooling_system,2013-02-2,5008.9
def_system,2013-10-2,6256.9
processing_cleaning_system,2015-01-2,8517.2
electrical_system,2015-06-1,9269.4
sensor_vision_system,2015-07-1,9388.8
engine_system,2015-07-2,9444.7
auger_unloading_system,2015-08-0,9484.4
hydraulic_system,2015-08-1,9543.1
def_system,2016-02-0,10369.8
air_system,2017-02-0,12328.5
chassis_structural,2017-03-0,12416.1
transmission_drive_system,2017-03-3,12578.4
auger_unloading_system,2017-07-0,13068.4
cooling_system,2017-07-2,13192.6
electrical_system,2017-07-2,13192.6
sensor_vision_system,2017-09-0,13395.7
processing_cleaning_system,2018-02-0,14315.0
hydraulic_system,2018-08-3,15258.8
fuel_system,2018-10-0,15410.3
def_system,2019-01-2,15968.2
auger_unloading_system,2019-11-2,17476.8
