component_failed,failure_timestamp,operating_hours_at_failure
engine_system,2011-06-1,1655.1
def_system,2011-10-0,2253.0
auger_unloading_system,2012-05-0,3335.6
chassis_structural,2012-05-3,3479.2
processing_cleaning_system,2012-08-0,3819.2
electrical_system,2012-12-0,4466.8
sensor_vision_system,2013-07-2,5642.9
cooling_system,2013-09-1,5886.4
processing_cleaning_system,2013-10-1,6078.6
electrical_system,2014-05-2,7212.1
processing_cleaning_system,2014-07-3,7522.4
transmission_drive_system,2014-08-0,7540.8
auger_unloading_system,2014-09-1,7720.7
fuel_system,2015-02-0,8477.4
hydraulic_system,2015-07-1,9322.2
def_system,2015-12-0,10073.7
sensor_vision_system,2016-01-3,10369.3
chassis_structural,2016-01-3,10369.3
air_system,2016-03-3,10684.1
engine_system,2016-06-1,11116.2
auger_unloading_system,2016-10-0,11651.5
hydraulic_system,2017-03-0,12449.0
processing_cleaning_system,2017-06-1,12928.9
cooling_system,2018-01-0,13872.2
electrical_system,2018-04-2,14369.8
fuel_system,2018-05-2,14518.9
transmission_drive_system,2019-05-2,16320.4
processing_cleaning_system,2019-08-0,16681.2
auger_unloading_system,2019-09-2,17002.0
sensor_vision_system,2020-01-1,17498.8
def_system,2020-03-2,17887.8
