component_failed,failure_timestamp,operating_hours_at_failure
hydraulic_system,2010-11-0,681.3
processing_cleaning_system,2012-07-0,3832.5
fuel_system,2013-01-2,4847.3
auger_unloading_system,2013-03-2,5136.2
electrical_system,2013-04-2,5230.2
sensor_vision_system,2013-07-0,5581.8
cooling_system,2013-10-2,6155.0
def_system,2014-10-2,7890.3
processing_cleaning_system,2015-02-0,8376.5
transmission_drive_system,2015-03-2,8631.0
cooling_system,2015-06-2,9077.8
fuel_system,2016-04-1,10622.1
chassis_structural,2016-04-1,10667.8
air_system,2016-09-1,11314.1
engine_system,2016-10-0,11409.2
processing_cleaning_system,2016-10-1,11517.8
sensor_vision_system,2016-11-1,11669.9
hydraulic_system,2016-12-0,11790.0
electrical_system,2017-06-3,12806.5
auger_unloading_system,2017-10-2,13349.5
def_system,2018-01-3,13878.0
sensor_vision_system,2019-11-1,16863.1
processing_cleaning_system,2019-11-1,16879.6
engine_system,2019-11-2,16929.5
electrical_system,2019-12-1,16995.1
