component_failed,failure_timestamp,operating_hours_at_failure
processing_cleaning_system,2011-07-3,1977.7
fuel_system,2012-12-0,4762.4
def_system,2013-01-2,5010.6
cooling_system,2013-04-2,5437.7
hydraulic_system,2013-09-2,6246.9
air_system,2013-10-2,6357.5
sensor_vision_system,2013-10-2,6357.5
electrical_system,2013-11-2,6505.2
engine_system,2013-11-3,6577.8
auger_unloading_system,2014-03-1,6997.0
processing_cleaning_system,2014-04-1,7191.7
def_system,2015-08-1,9588.6
auger_unloading_system,2016-08-0,11342.8
cooling_system,2016-12-1,11953.7
processing_cleaning_system,2017-04-1,12564.4
chassis_structural,2017-09-0,13243.4
hydraulic_system,2017-09-2,13270.5
auger_unloading_system,2018-06-0,14467.6
fuel_system,2018-06-2,14548.0
engine_system,2018-07-0,14634.5
sensor_vision_system,2019-03-1,15821.1
electrical_system,2019-03-2,15846.6
air_system,2019-05-2,16165.6
def_system,2019-06-1,16287.2
transmission_drive_system,2019-06-2,16340.9
cooling_system,2019-08-2,16621.9
processing_cleaning_system,2020-01-1,17411.4
chassis_structural,2020-04-0,17868.1
