component_failed,failure_timestamp,operating_hours_at_failure
hydraulic_system,2012-03-2,3246.1
cooling_system,2012-05-0,3479.7
processing_cleaning_system,2012-09-0,4039.7
fuel_system,2012-09-2,4163.1
sensor_vision_system,2012-10-0,4193.9
air_system,2014-01-1,6522.7
def_system,2014-01-2,6559.9
auger_unloading_system,2014-03-0,6809.1
engine_system,2014-03-2,6941.4
chassis_structural,2015-03-2,8848.4
processing_cleaning_system,2015-05-1,9050.4
fuel_system,2015-08-0,9512.6
hydraulic_system,2015-09-2,9802.2
cooling_system,2015-10-0,9838.4
transmission_drive_system,2015-10-2,9957.1
electrical_system,2015-11-2,10144.1
auger_unloading_system,2016-03-3,10711.7
transmission_drive_system,2016-12-1,12149.2
def_system,2017-08-0,13266.5
processing_cleaning_system,2017-08-3,13397.2
engine_system,2017-12-2,13993.8
sensor_vision_system,2018-05-3,14698.1
auger_unloading_system,2018-06-0,14712.1
air_system,2018-08-3,15122.3
fuel_system,2018-12-2,15716.6
electrical_system,2019-12-2,17623.8
cooling_system,2019-12-2,17653.1
