component_failed,failure_timestamp,operating_hours_at_failure
def_system,2011-12,2644
sensor_vision_system,2012-07,3736
processing_cleaning_system,2013-02,4673
engine_system,2013-05,5159
cooling_system,2013-08,5443
auger_unloading_system,2013-12,6013
air_system,2014-02,6423
hydraulic_system,2014-02,6483
fuel_system,2014-05,6923
sensor_vision_system,2016-02,9959
engine_system,2016-03,10124
def_system,2016-03,10124
electrical_system,2016-07,10666
processing_cleaning_system,2017-01,11411
auger_unloading_system,2017-01,11438
fuel_system,2017-03,11697
transmission_drive_system,2017-07,12485
air_system,2017-08,12538
cooling_system,2017-08,12640
chassis_structural,2017-11,13068
sensor_vision_system,2018-04,13815
hydraulic_system,2019-04,15435
chassis_structural,2019-09,16255
def_system,2019-12,16757
