component_failed,failure_timestamp,operating_hours_at_failure
electrical_system,2012-03,3330
processing_cleaning_system,2012-04,3621
sensor_vision_system,2012-05,3786
transmission_drive_system,2012-12,4817
def_system,2013-02,4986
processing_cleaning_system,2013-04,5324
auger_unloading_system,2013-04,5346
engine_system,2013-06,5653
cooling_system,2013-08,6092
chassis_structural,2014-09,7918
processing_cleaning_system,2014-10,8089
fuel_system,2015-04,8886
def_system,2015-08,9530
cooling_system,2015-11,9984
sensor_vision_system,2016-02,10605
air_system,2016-03,10763
auger_unloading_system,2016-08,11507
engine_system,2016-08,11522
electrical_system,2016-09,11592
fuel_system,2016-10,11755
hydraulic_system,2016-12,12101
sensor_vision_system,2017-02,12358
processing_cleaning_system,2018-04,14272
chassis_structural,2018-07,14793
transmission_drive_system,2018-12,15556
electrical_system,2018-12,15686
sensor_vision_system,2019-02,15905
cooling_system,2019-08,16773
processing_cleaning_system,2019-10,17058
fuel_system,2019-10,17095
auger_unloading_system,2020-02,17701
