component_failed,failure_timestamp,operating_hours_at_failure
processing_cleaning_system,2011-10,2420
cooling_system,2012-04,3315
fuel_system,2012-08,4013
auger_unloading_system,2013-10,6127
transmission_drive_system,2013-11,6234
def_system,2013-12,6433
electrical_system,2014-01,6574
processing_cleaning_system,2014-01,6696
chassis_structural,2014-05,7186
sensor_vision_system,2014-06,7246
hydraulic_system,2015-05,8759
sensor_vision_system,2016-03,10315
engine_system,2016-05,10552
fuel_system,2016-09,11335
processing_cleaning_system,2016-11,11537
auger_unloading_system,2016-11,11629
air_system,2017-03,12111
def_system,2017-05,12523
cooling_system,2017-07,12780
hydraulic_system,2018-03,14055
sensor_vision_system,2018-05,14355
transmission_drive_system,2018-11,15268
air_system,2018-12,15428
auger_unloading_system,2019-01,15569
processing_cleaning_system,2019-06,16227
electrical_system,2019-07,16367
chassis_structural,2019-07,16374
