component_failed,failure_timestamp,operating_hours_at_failure
hydraulic_system,2012-01,2865
chassis_structural,2013-02,4941
air_system,2013-02,5033
processing_cleaning_system,2013-03,5105
auger_unloading_system,2013-09,5894
def_system,2013-09,5902
sensor_vision_system,2013-09,5934
engine_system,2013-09,5984
fuel_system,2014-05,7085
electrical_system,2015-01,8231
cooling_system,2015-05,8867
hydraulic_system,2015-09,9416
processing_cleaning_system,2015-10,9677
engine_system,2015-12,9968
air_system,2016-01,10204
auger_unloading_system,2017-02,12082
electrical_system,2017-04,12325
transmission_drive_system,2017-04,12385
electrical_system,2017-12,13499
processing_cleaning_system,2017-12,13505
chassis_structural,2018-01,13625
auger_unloading_system,2018-06,14495
sensor_vision_system,2018-06,14495
def_system,2018-09,14794
hydraulic_system,2018-11,15247
fuel_system,2019-03,15837
def_system,2020-03,17760
