component_failed,failure_timestamp,operating_hours_at_failure
processing_cleaning_system,2011-10,2391
auger_unloading_system,2012-04,3407
sensor_vision_system,2012-11,4326
engine_system,2013-07,5507
cooling_system,2014-01,6362
def_system,2014-05,7046
electrical_system,2014-05,7106
fuel_system,2014-07,7393
sensor_vision_system,2014-10,7909
processing_cleaning_system,2014-10,7931
def_system,2015-05,8868
transmission_drive_system,2015-06,9050
auger_unloading_system,2015-06,9060
chassis_structural,2015-11,9785
cooling_system,2016-02,10271
air_system,2016-09,11279
hydraulic_system,2016-09,11313
fuel_system,2017-03,12119
processing_cleaning_system,2017-06,12532
auger_unloading_system,2017-07,12777
engine_system,2017-11,13356
electrical_system,2018-02,13735
def_system,2019-01,15169
sensor_vision_system,2019-06,15928
engine_system,2019-11,16718
air_system,2020-02,17120
