component_failed,failure_timestamp,operating_hours_at_failure
def_system,2011-07,2040
sensor_vision_system,2012-02,3231
hydraulic_system,2013-03,5275
auger_unloading_system,2013-08,5973
electrical_system,2013-08,6010
processing_cleaning_system,2013-09,6184
sensor_vision_system,2013-12,6635
transmission_drive_system,2014-01,6758
hydraulic_system,2014-01,6778
def_system,2014-04,7262
engine_system,2014-09,7878
cooling_system,2014-10,8189
chassis_structural,2014-12,8364
fuel_system,2015-05,9208
auger_unloading_system,2016-06,11087
air_system,2016-06,11111
processing_cleaning_system,2016-09,11575
engine_system,2018-05,14408
auger_unloading_system,2018-05,14477
processing_cleaning_system,2018-06,14616
electrical_system,2018-07,14776
def_system,2018-08,14954
sensor_vision_system,2018-10,15300
auger_unloading_system,2019-12,17462
chassis_structural,2020-01,17578
cooling_system,2020-02,17827
fuel_system,2020-05,18174
