component_failed,failure_timestamp,operating_hours_at_failure
def_system,2012-04,3455
electrical_system,2012-06,3806
auger_unloading_system,2012-07,3980
hydraulic_system,2012-08,3993
processing_cleaning_system,2013-01,4916
cooling_system,2013-07,5883
fuel_system,2013-09,6201
chassis_structural,2013-11,6474
hydraulic_system,2014-05,7259
transmission_drive_system,2014-05,7298
sensor_vision_system,2014-06,7506
auger_unloading_system,2014-08,7745
engine_system,2015-04,8969
processing_cleaning_system,2015-08,9540
hydraulic_system,2015-11,10096
electrical_system,2015-12,10158
def_system,2016-02,10442
air_system,2016-08,11335
sensor_vision_system,2016-09,11461
processing_cleaning_system,2016-12,11902
auger_unloading_system,2017-08,13089
electrical_system,2017-11,13713
def_system,2018-02,14131
fuel_system,2018-07,14794
cooling_system,2018-08,15000
auger_unloading_system,2019-03,16075
air_system,2019-04,16089
processing_cleaning_system,2019-07,16592
transmission_drive_system,2019-09,16961
sensor_vision_system,2019-10,17168
chassis_structural,2019-11,17302
def_system,2020-02,17657
