component_failed,failure_timestamp,operating_hours_at_failure
air_system,2011-07,1841
sensor_vision_system,2012-03,3124
fuel_system,2012-12,4362
def_system,2012-12,4395
auger_unloading_system,2013-04,4990
processing_cleaning_system,2013-10,5888
hydraulic_system,2013-12,6167
transmission_drive_system,2014-06,6989
engine_system,2014-06,7129
sensor_vision_system,2014-07,7230
cooling_system,2014-10,7547
chassis_structural,2014-12,7926
air_system,2015-03,8450
electrical_system,2015-08,9130
auger_unloading_system,2015-12,9680
fuel_system,2016-03,10240
processing_cleaning_system,2016-03,10240
sensor_vision_system,2016-09,11007
def_system,2017-01,11584
auger_unloading_system,2017-01,11700
engine_system,2017-04,11928
cooling_system,2018-06,14176
auger_unloading_system,2018-12,14927
def_system,2018-12,14963
processing_cleaning_system,2019-01,15131
electrical_system,2019-02,15307
chassis_structural,2019-07,16170
engine_system,2019-09,16378
hydraulic_system,2019-10,16613
fuel_system,2019-12,16833
air_system,2020-02,17084
