component_failed,failure_timestamp,operating_hours_at_failure
processing_cleaning_system,2012-04,3199
electrical_system,2012-07,3567
auger_unloading_system,2012-07,3692
sensor_vision_system,2013-07,5459
chassis_structural,2013-08,5540
processing_cleaning_system,2013-08,5643
auger_unloading_system,2013-11,6125
hydraulic_system,2014-04,6795
def_system,2014-05,6965
cooling_system,2014-11,7883
engine_system,2014-11,8013
processing_cleaning_system,2015-06,8986
fuel_system,2015-08,9440
air_system,2015-12,9900
def_system,2015-12,9965
auger_unloading_system,2016-03,10536
transmission_drive_system,2016-05,10763
cooling_system,2016-06,10935
processing_cleaning_system,2016-07,11014
chassis_structural,2017-12,13494
electrical_system,2018-01,13732
engine_system,2018-01,13816
processing_cleaning_system,2018-04,14192
def_system,2018-08,14763
auger_unloading_system,2019-01,15529
sensor_vision_system,2019-03,15804
fuel_system,2019-06,16246
cooling_system,2019-12,17105
processing_cleaning_system,2020-04,17855
