component_failed,failure_timestamp,operating_hours_at_failure
def_system,2012-05,3474
processing_cleaning_system,2012-12,4534
auger_unloading_system,2013-03,5069
fuel_system,2013-04,5310
sensor_vision_system,2013-05,5443
def_system,2013-10,6261
chassis_structural,2014-05,7279
air_system,2014-07,7558
electrical_system,2014-07,7614
auger_unloading_system,2014-09,7963
hydraulic_system,2015-07,9244
processing_cleaning_system,2016-04,10574
cooling_system,2016-05,10800
def_system,2016-07,11091
auger_unloading_system,2016-11,11724
transmission_drive_system,2017-03,12415
sensor_vision_system,2017-06,12858
engine_system,2017-10,13433
electrical_system,2018-02,13996
fuel_system,2018-03,14223
processing_cleaning_system,2018-08,14936
air_system,2019-07,16579
cooling_system,2019-11,17238
auger_unloading_system,2019-12,17437
hydraulic_system,2019-12,17460
chassis_structural,2020-02,17757
