component_failed,failure_timestamp,operating_hours_at_failure
def_system,2012-04,3341
cooling_system,2012-09,4248
engine_system,2013-01,4875
processing_cleaning_system,2013-02,5010
air_system,2013-06,5673
fuel_system,2013-08,6039
auger_unloading_system,2013-09,6126
sensor_vision_system,2014-06,7534
hydraulic_system,2014-09,7908
electrical_system,2014-09,7977
chassis_structural,2014-12,8440
processing_cleaning_system,2015-08,9745
def_system,2015-09,9893
auger_unloading_system,2016-03,10803
sensor_vision_system,2016-03,10803
fuel_system,2016-08,11511
transmission_drive_system,2016-11,12033
cooling_system,2017-01,12136
electrical_system,2017-09,13314
def_system,2017-11,13639
sensor_vision_system,2018-03,14267
air_system,2018-05,14552
auger_unloading_system,2018-07,15004
processing_cleaning_system,2018-10,15454
def_system,2019-01,15911
engine_system,2019-04,16329
