component_failed,failure_timestamp,operating_hours_at_failure
processing_cleaning_system,2012-04,3229
def_system,2012-11,4190
electrical_system,2013-01,4513
fuel_system,2013-05,5022
hydraulic_system,2013-08,5489
chassis_structural,2013-12,6038
processing_cleaning_system,2014-06,6991
transmission_drive_system,2014-07,7155
auger_unloading_system,2014-08,7239
sensor_vision_system,2015-05,8508
def_system,2015-08,8864
cooling_system,2015-12,9569
air_system,2016-03,10160
engine_system,2016-04,10194
processing_cleaning_system,2016-11,11284
auger_unloading_system,2017-03,11738
electrical_system,2017-05,12127
fuel_system,2017-07,12470
def_system,2017-11,12932
transmission_drive_system,2018-06,13920
cooling_system,2018-08,14218
hydraulic_system,2018-10,14528
sensor_vision_system,2018-10,14614
processing_cleaning_system,2019-07,15899
engine_system,2019-09,16266
fuel_system,2019-09,16297
chassis_structural,2020-02,17016
