component_failed,failure_timestamp,operating_hours_at_failure
auger_unloading_system,2010-12,959
electrical_system,2012-10,4218
auger_unloading_system,2013-04,5060
processing_cleaning_system,2013-06,5497
def_system,2013-08,5872
sensor_vision_system,2013-10,6137
hydraulic_system,2014-02,6789
fuel_system,2014-04,7133
cooling_system,2014-05,7209
transmission_drive_system,2014-08,7640
engine_system,2014-10,8029
chassis_structural,2015-05,9070
auger_unloading_system,2015-07,9444
processing_cleaning_system,2015-10,9807
air_system,2016-02,10464
hydraulic_system,2016-09,11516
sensor_vision_system,2016-10,11733
electrical_system,2016-12,12045
fuel_system,2017-01,12218
cooling_system,2017-07,12890
auger_unloading_system,2017-08,13161
def_system,2017-09,13219
chassis_structural,2018-04,14164
processing_cleaning_system,2018-06,14553
transmission_drive_system,2018-06,14598
hydraulic_system,2019-03,15893
sensor_vision_system,2019-12,17238
engine_system,2020-01,17536
