component_failed,failure_timestamp,operating_hours_at_failure
processing_cleaning_system,2013-02,4963
auger_unloading_system,2013-03,5077
electrical_system,2013-07,5708
sensor_vision_system,2013-10,6071
def_system,2013-12,6555
hydraulic_system,2014-02,6723
fuel_system,2014-03,6971
cooling_system,2014-10,7968
processing_cleaning_system,2015-07,9257
fuel_system,2015-12,10038
engine_system,2016-03,10543
chassis_structural,2016-03,10543
def_system,2016-05,10659
auger_unloading_system,2016-05,10701
transmission_drive_system,2016-05,10767
electrical_system,2016-06,10857
sensor_vision_system,2016-11,11657
air_system,2017-01,11998
processing_cleaning_system,2018-05,14391
chassis_structural,2018-07,14625
cooling_system,2019-04,16102
electrical_system,2019-05,16175
sensor_vision_system,2019-05,16245
auger_unloading_system,2019-07,16524
hydraulic_system,2019-07,16567
fuel_system,2019-10,17073
