component_failed,failure_timestamp,operating_hours_at_failure
auger_unloading_system,2012-04,3321
sensor_vision_system,2012-05,3524
fuel_system,2013-03,4965
processing_cleaning_system,2013-07,5635
electrical_system,2013-11,6160
cooling_system,2014-06,7247
def_system,2014-09,7850
air_system,2014-10,7991
sensor_vision_system,2014-11,8107
electrical_system,2014-11,8140
engine_system,2015-03,8690
auger_unloading_system,2015-03,8739
air_system,2015-06,9232
hydraulic_system,2015-07,9356
chassis_structural,2015-09,9747
processing_cleaning_system,2016-03,10612
fuel_system,2016-07,11106
auger_unloading_system,2017-04,12712
def_system,2017-10,13647
transmission_drive_system,2018-03,14395
sensor_vision_system,2018-06,15071
fuel_system,2018-07,15141
electrical_system,2018-08,15251
cooling_system,2018-08,15300
hydraulic_system,2019-01,16070
processing_cleaning_system,2019-02,16205
def_system,2019-02,16304
sensor_vision_system,2019-12,17919
engine_system,2020-01,18034
auger_unloading_system,2020-02,18160
processing_cleaning_system,2020-03,18327
