component_failed,failure_timestamp,operating_hours_at_failure
sensor_vision_system,2011-11,2580
hydraulic_system,2011-12,2697
engine_system,2012-01,2825
processing_cleaning_system,2012-11,4572
auger_unloading_system,2013-02,4884
def_system,2013-02,4987
electrical_system,2013-05,5431
transmission_drive_system,2013-09,5999
fuel_system,2013-11,6259
cooling_system,2014-03,6855
engine_system,2015-01,8191
chassis_structural,2015-02,8464
processing_cleaning_system,2015-03,8635
air_system,2015-06,8928
sensor_vision_system,2015-11,9738
def_system,2016-02,10211
auger_unloading_system,2016-10,11158
cooling_system,2016-11,11419
hydraulic_system,2017-01,11700
transmission_drive_system,2017-08,12653
electrical_system,2017-12,13308
sensor_vision_system,2018-10,14761
fuel_system,2018-12,15105
processing_cleaning_system,2019-07,16193
def_system,2019-10,16773
