component_failed,failure_timestamp,operating_hours_at_failure
processing_cleaning_system,2010-11,543
engine_system,2012-02,2800
auger_unloading_system,2012-10,4058
air_system,2013-05,5136
processing_cleaning_system,2013-07,5392
sensor_vision_system,2013-11,6142
cooling_system,2014-01,6369
def_system,2014-01,6448
hydraulic_system,2014-07,7404
fuel_system,2014-10,7948
transmission_drive_system,2014-12,8261
electrical_system,2015-08,9447
chassis_structural,2015-10,9797
def_system,2015-12,10097
auger_unloading_system,2016-05,10742
processing_cleaning_system,2016-05,10749
cooling_system,2016-12,11862
hydraulic_system,2017-06,12959
fuel_system,2017-07,13048
engine_system,2017-08,13171
processing_cleaning_system,2017-11,13707
sensor_vision_system,2018-01,14048
chassis_structural,2018-07,14932
electrical_system,2018-12,15691
air_system,2019-01,15766
transmission_drive_system,2019-08,16913
auger_unloading_system,2019-11,17218
cooling_system,2020-01,17628
processing_cleaning_system,2020-01,17638
def_system,2020-01,17638
