component_failed,failure_timestamp,operating_hours_at_failure
auger_unloading_system,2012-05,3561
cooling_system,2012-10,4240
def_system,2012-10,4249
processing_cleaning_system,2013-06,5603
sensor_vision_system,2013-10,6157
electrical_system,2014-01,6623
auger_unloading_system,2014-01,6677
fuel_system,2014-04,7120
engine_system,2014-06,7419
hydraulic_system,2014-12,8392
def_system,2015-05,9215
transmission_drive_system,2015-09,9745
air_system,2015-12,10259
processing_cleaning_system,2016-07,11342
auger_unloading_system,2017-03,12596
cooling_system,2017-05,13016
sensor_vision_system,2018-06,14830
electrical_system,2018-09,15191
transmission_drive_system,2018-11,15438
auger_unloading_system,2019-03,16140
chassis_structural,2019-05,16559
cooling_system,2019-07,16796
processing_cleaning_system,2019-12,17580
engine_system,2020-02,17919
hydraulic_system,2020-03,18074
def_system,2020-04,18081
