component_failed,failure_timestamp,operating_hours_at_failure
cooling_system,2012-05,3330
processing_cleaning_system,2012-11,4165
def_system,2013-03,4874
sensor_vision_system,2013-10,5789
electrical_system,2013-12,6149
air_system,2014-02,6476
auger_unloading_system,2014-03,6600
hydraulic_system,2014-09,7465
cooling_system,2015-06,8868
fuel_system,2015-07,8997
def_system,2015-07,9044
chassis_structural,2015-08,9142
electrical_system,2015-12,9735
processing_cleaning_system,2016-01,10053
transmission_drive_system,2016-09,11118
fuel_system,2017-05,12103
auger_unloading_system,2017-09,12689
sensor_vision_system,2017-11,13139
engine_system,2019-03,15439
def_system,2019-04,15592
sensor_vision_system,2019-06,16055
processing_cleaning_system,2019-07,16103
air_system,2019-09,16437
auger_unloading_system,2019-10,16614
electrical_system,2020-02,17266
