component_failed,failure_timestamp,operating_hours_at_failure
hydraulic_system,2012-06,3691
def_system,2012-07,3886
sensor_vision_system,2013-02,5030
auger_unloading_system,2013-04,5287
electrical_system,2013-08,5813
cooling_system,2013-08,5847
fuel_system,2013-11,6340
engine_system,2013-12,6448
processing_cleaning_system,2014-03,7008
electrical_system,2015-01,8432
auger_unloading_system,2015-05,9141
def_system,2015-07,9447
air_system,2015-08,9633
chassis_structural,2016-03,10692
processing_cleaning_system,2016-07,11246
transmission_drive_system,2016-09,11495
sensor_vision_system,2016-10,11695
electrical_system,2017-07,12811
fuel_system,2017-10,13237
auger_unloading_system,2018-03,14080
cooling_system,2018-05,14287
hydraulic_system,2018-08,14816
air_system,2018-11,15360
processing_cleaning_system,2019-04,16101
engine_system,2019-07,16385
def_system,2019-07,16457
sensor_vision_system,2019-09,16775
chassis_structural,2020-01,17413
electrical_system,2020-02,17682
air_system,2020-04,17953
