component_failed,failure_timestamp,operating_hours_at_failure
sensor_vision_system,2011-08,2091
processing_cleaning_system,2012-08,3751
auger_unloading_system,2012-08,3831
def_system,2013-01,4447
electrical_system,2013-01,4569
sensor_vision_system,2013-02,4615
chassis_structural,2013-09,5651
fuel_system,2013-11,5946
cooling_system,2013-12,6082
auger_unloading_system,2014-05,6987
sensor_vision_system,2015-03,8366
engine_system,2015-08,9068
processing_cleaning_system,2015-08,9130
def_system,2016-01,9943
air_system,2016-02,10049
hydraulic_system,2016-06,10647
processing_cleaning_system,2016-11,11412
electrical_system,2017-04,12262
auger_unloading_system,2017-08,12744
transmission_drive_system,2017-11,13356
fuel_system,2018-01,13606
chassis_structural,2018-02,13767
sensor_vision_system,2018-04,13982
cooling_system,2018-11,15080
def_system,2019-01,15334
electrical_system,2019-01,15469
auger_unloading_system,2019-02,15528
chassis_structural,2020-02,17370
processing_cleaning_system,2020-04,17630
