component_failed,failure_timestamp,operating_hours_at_failure
cooling_system,2012-05,3154
def_system,2012-08,3659
air_system,2013-05,5128
auger_unloading_system,2013-05,5224
processing_cleaning_system,2013-11,6056
electrical_system,2013-12,6153
hydraulic_system,2014-01,6401
sensor_vision_system,2014-07,7315
engine_system,2014-10,7721
chassis_structural,2015-03,8460
fuel_system,2015-06,9057
cooling_system,2015-06,9091
processing_cleaning_system,2015-07,9217
def_system,2015-12,10061
air_system,2016-02,10257
auger_unloading_system,2016-05,10788
sensor_vision_system,2017-08,12771
hydraulic_system,2017-08,12800
engine_system,2017-09,13000
def_system,2017-12,13389
processing_cleaning_system,2018-04,13996
electrical_system,2018-05,14075
transmission_drive_system,2018-11,14917
cooling_system,2018-12,15184
auger_unloading_system,2019-04,15743
chassis_structural,2019-04,15794
def_system,2019-10,16877
hydraulic_system,2020-04,17726
