component_failed,failure_timestamp,operating_hours_at_failure
def_system,2012-02,3085
processing_cleaning_system,2012-12,4659
electrical_system,2013-03,5006
engine_system,2013-06,5590
sensor_vision_system,2013-12,6422
cooling_system,2014-01,6547
air_system,2014-04,6951
def_system,2014-06,7304
auger_unloading_system,2014-11,8024
hydraulic_system,2015-01,8294
fuel_system,2015-03,8551
transmission_drive_system,2015-05,8933
def_system,2015-09,9429
processing_cleaning_system,2015-09,9442
chassis_structural,2015-09,9521
electrical_system,2016-07,10941
engine_system,2017-02,12107
processing_cleaning_system,2017-02,12115
cooling_system,2017-05,12510
sensor_vision_system,2017-08,13051
air_system,2017-11,13477
auger_unloading_system,2018-09,15103
hydraulic_system,2018-12,15547
fuel_system,2019-03,15944
electrical_system,2019-09,16960
sensor_vision_system,2019-09,17001
def_system,2020-01,17610
processing_cleaning_system,2020-04,17938
