component_failed,failure_timestamp,operating_hours_at_failure
engine_system,2011-01,1098
chassis_structural,2012-10,4096
processing_cleaning_system,2012-10,4118
auger_unloading_system,2013-01,4499
def_system,2013-05,5105
auger_unloading_system,2013-11,5960
electrical_system,2014-06,6909
sensor_vision_system,2014-06,6946
hydraulic_system,2014-12,7992
fuel_system,2015-01,8153
cooling_system,2015-02,8302
processing_cleaning_system,2015-07,8974
chassis_structural,2016-08,10913
auger_unloading_system,2016-09,11089
fuel_system,2016-09,11199
electrical_system,2016-11,11356
def_system,2016-12,11640
engine_system,2017-07,12768
transmission_drive_system,2018-01,13629
fuel_system,2018-04,13963
sensor_vision_system,2018-08,14583
processing_cleaning_system,2018-10,14837
cooling_system,2019-01,15296
auger_unloading_system,2019-04,15825
hydraulic_system,2019-08,16526
air_system,2019-09,16616
electrical_system,2019-12,17068
