component_failed,failure_timestamp,operating_hours_at_failure
def_system,2012-01,2821
hydraulic_system,2012-01,2934
sensor_vision_system,2012-03,3183
auger_unloading_system,2012-12,4649
chassis_structural,2013-10,6113
processing_cleaning_system,2013-10,6141
cooling_system,2013-12,6435
engine_system,2013-12,6535
air_system,2014-07,7475
fuel_system,2014-09,7829
electrical_system,2014-12,8245
def_system,2015-01,8502
processing_cleaning_system,2015-02,8646
auger_unloading_system,2015-09,9616
sensor_vision_system,2016-01,10314
hydraulic_system,2016-06,10990
engine_system,2016-07,11061
transmission_drive_system,2016-10,11537
chassis_structural,2017-04,12405
def_system,2017-12,13797
processing_cleaning_system,2018-01,14005
auger_unloading_system,2018-08,14934
electrical_system,2018-09,15136
sensor_vision_system,2018-11,15399
hydraulic_system,2019-06,16495
fuel_system,2019-07,16546
cooling_system,2019-07,16572
