component_failed,failure_timestamp,operating_hours_at_failure
processing_cleaning_system,2013-02,4759
air_system,2013-02,4857
auger_unloading_system,2013-06,5484
def_system,2013-07,5570
electrical_system,2013-11,6222
transmission_drive_system,2014-02,6614
sensor_vision_system,2014-03,6792
cooling_system,2014-04,6972
fuel_system,2014-07,7382
chassis_structural,2014-09,7722
auger_unloading_system,2015-08,9186
engine_system,2016-07,10913
electrical_system,2016-07,10953
transmission_drive_system,2016-09,11344
air_system,2016-12,11696
sensor_vision_system,2017-04,12328
cooling_system,2017-04,12398
processing_cleaning_system,2017-08,13064
def_system,2018-01,13938
hydraulic_system,2018-02,14101
auger_unloading_system,2018-07,14988
chassis_structural,2019-01,15917
fuel_system,2019-01,16105
processing_cleaning_system,2019-05,16581
sensor_vision_system,2019-06,16723
electrical_system,2019-10,17434
def_system,2019-12,17702
