component_failed,failure_timestamp,operating_hours_at_failure
def_system,2012-01-0,2821.0
hydraulic_system,2012-01-2,2934.6
sensor_vision_system,2012-03-0,3183.7
auger_unloading_system,2012-12-2,4649.0
chassis_structural,2013-10-1,6113.0
processing_cleaning_system,2013-10-1,6141.5
cooling_system,2013-12-1,6435.3
engine_system,2013-12-2,6535.0
air_system,2014-07-1,7475.0
fuel_system,2014-09-1,7829.8
electrical_system,2014-12-0,8245.3
def_system,2015-01-1,8502.6
processing_cleaning_system,2015-02-1,8646.8
auger_unloading_system,2015-09-1,9616.9
sensor_vision_system,2016-01-3,10314.7
hydraulic_system,2016-06-3,10990.2
engine_system,2016-07-1,11061.3
transmission_drive_system,2016-10-0,11537.2
chassis_structural,2017-04-2,12405.8
def_system,2017-12-2,13797.3
processing_cleaning_system,2018-01-2,14005.4
auger_unloading_system,2018-08-1,14934.4
electrical_system,2018-09-2,15136.3
sensor_vision_system,2018-11-1,15399.6
hydraulic_system,2019-06-3,16495.1
fuel_system,2019-07-2,16546.1
cooling_system,2019-07-2,16572.2
