component_failed,failure_timestamp,operating_hours_at_failure
processing_cleaning_system,2012-04-2,3229.2
def_system,2012-11-2,4190.3
electrical_system,2013-01-2,4513.1
fuel_system,2013-05-2,5022.7
hydraulic_system,2013-08-3,5489.2
chassis_structural,2013-12-1,6038.4
processing_cleaning_system,2014-06-2,6991.7
transmission_drive_system,2014-07-2,7155.5
auger_unloading_system,2014-08-2,7239.6
sensor_vision_system,2015-05-2,8508.8
def_system,2015-08-0,8864.7
cooling_system,2015-12-1,9569.5
air_system,2016-03-3,10160.8
engine_system,2016-04-0,10194.8
processing_cleaning_system,2016-11-1,11284.2
auger_unloading_system,2017-03-0,11738.7
electrical_system,2017-05-0,12127.0
fuel_system,2017-07-3,12470.5
def_system,2017-11-0,12932.2
transmission_drive_system,2018-06-2,13920.6
cooling_system,2018-08-0,14218.7
hydraulic_system,2018-10-0,14528.2
sensor_vision_system,2018-10-2,14614.8
processing_cleaning_system,2019-07-1,15899.3
engine_system,2019-09-2,16266.7
fuel_system,2019-09-2,16297.7
chassis_structural,2020-02-2,17016.8
