component_failed,failure_timestamp,operating_hours_at_failure
processing_cleaning_system,2012-11-1,4490.9
auger_unloading_system,2013-05-2,5426.7
chassis_structural,2013-06-0,5491.2
electrical_system,2013-06-0,5496.6
fuel_system,2013-09-1,5985.3
cooling_system,2013-10-2,6169.7
sensor_vision_system,2013-12-2,6469.7
processing_cleaning_system,2014-04-2,7027.6
hydraulic_system,2014-09-0,7760.8
def_system,2014-10-1,7930.9
air_system,2014-12-1,8232.9
electrical_system,2015-06-1,9238.9
engine_system,2015-07-0,9306.8
cooling_system,2015-08-2,9564.3
transmission_drive_system,2016-01-3,10273.3
auger_unloading_system,2016-01-3,10273.3
sensor_vision_system,2017-06-2,12794.3
fuel_system,2018-03-0,14075.1
auger_unloading_system,2018-03-2,14152.5
sensor_vision_system,2018-04-2,14326.4
processing_cleaning_system,2018-05-2,14425.3
def_system,2018-05-2,14464.7
electrical_system,2018-07-1,14739.8
air_system,2018-12-0,15406.0
cooling_system,2019-08-1,16749.6
chassis_structural,2019-10-1,17118.8
engine_system,2020-02-1,17671.4
hydraulic_system,2020-02-2,17789.2
