component_failed,failure_timestamp,operating_hours_at_failure
processing_cleaning_system,2012-04-2,3374.0
fuel_system,2013-06-2,5571.0
def_system,2013-08-2,5903.2
cooling_system,2014-01-0,6491.6
auger_unloading_system,2014-02-2,6751.3
sensor_vision_system,2014-03-1,6855.3
processing_cleaning_system,2014-07-1,7374.6
transmission_drive_system,2015-11-2,9949.8
air_system,2016-02-0,10283.5
fuel_system,2016-03-3,10567.0
electrical_system,2016-03-3,10567.0
cooling_system,2016-04-1,10643.4
def_system,2016-07-1,11168.6
chassis_structural,2016-10-0,11525.1
engine_system,2016-10-0,11578.2
sensor_vision_system,2016-12-1,11959.7
auger_unloading_system,2017-03-0,12285.6
hydraulic_system,2017-03-1,12387.9
processing_cleaning_system,2017-09-1,13236.5
fuel_system,2017-11-1,13563.5
engine_system,2018-07-0,14763.2
processing_cleaning_system,2018-08-2,14959.2
def_system,2019-07-1,16535.1
cooling_system,2019-07-2,16631.4
air_system,2019-08-2,16814.5
