component_failed,failure_timestamp,operating_hours_at_failure
hydraulic_system,2012-01-0,2865.7
chassis_structural,2013-02-1,4941.5
air_system,2013-02-2,5033.1
processing_cleaning_system,2013-03-2,5105.6
auger_unloading_system,2013-09-1,5894.8
def_system,2013-09-1,5902.2
sensor_vision_system,2013-09-2,5934.8
engine_system,2013-09-2,5984.5
fuel_system,2014-05-2,7085.8
electrical_system,2015-01-1,8231.6
cooling_system,2015-05-1,8867.2
hydraulic_system,2015-09-0,9416.2
processing_cleaning_system,2015-10-1,9677.5
engine_system,2015-12-1,9968.6
air_system,2016-01-3,10204.0
auger_unloading_system,2017-02-0,12082.9
electrical_system,2017-04-0,12325.0
transmission_drive_system,2017-04-1,12385.1
electrical_system,2017-12-0,13499.9
processing_cleaning_system,2017-12-0,13505.6
chassis_structural,2018-01-0,13625.3
auger_unloading_system,2018-06-2,14495.5
sensor_vision_system,2018-06-2,14495.5
def_system,2018-09-0,14794.5
hydraulic_system,2018-11-2,15247.4
fuel_system,2019-03-2,15837.8
def_system,2020-03-2,17760.4
