component_failed,failure_timestamp,operating_hours_at_failure
auger_unloading_system,2012-04-0,3321.8
sensor_vision_system,2012-05-2,3524.4
fuel_system,2013-03-1,4965.7
processing_cleaning_system,2013-07-2,5635.4
electrical_system,2013-11-0,6160.0
cooling_system,2014-06-1,7247.5
def_system,2014-09-2,7850.2
air_system,2014-10-2,7991.0
sensor_vision_system,2014-11-1,8107.0
electrical_system,2014-11-2,8140.5
engine_system,2015-03-1,8690.2
auger_unloading_system,2015-03-2,8739.2
air_system,2015-06-2,9232.7
hydraulic_system,2015-07-1,9356.3
chassis_structural,2015-09-2,9747.0
processing_cleaning_system,2016-03-3,10612.9
fuel_system,2016-07-0,11106.8
auger_unloading_system,2017-04-3,12712.0
def_system,2017-10-2,13647.4
transmission_drive_system,2018-03-0,14395.7
sensor_vision_system,2018-06-3,15071.9
fuel_system,2018-07-2,15141.5
electrical_system,2018-08-1,15251.6
cooling_system,2018-08-2,15300.7
hydraulic_system,2019-01-1,16070.9
processing_cleaning_system,2019-02-1,16205.7
def_system,2019-02-2,16304.3
sensor_vision_system,2019-12-2,17919.6
engine_system,2020-01-2,18034.7
auger_unloading_system,2020-02-1,18160.6
processing_cleaning_system,2020-03-2,18327.3
