component_failed,failure_timestamp,operating_hours_at_failure
processing_cleaning_system,2011-06-2,1927.9
hydraulic_system,2012-06-2,3871.3
auger_unloading_system,2012-08-1,4145.1
def_system,2013-05-1,5552.9
sensor_vision_system,2013-06-2,5745.9
processing_cleaning_system,2013-06-2,5755.8
fuel_system,2013-08-2,6114.9
cooling_system,2013-09-1,6265.8
engine_system,2014-03-1,7154.0
electrical_system,2014-08-1,7910.7
hydraulic_system,2015-02-0,8783.4
auger_unloading_system,2015-07-1,9557.1
air_system,2015-09-0,9832.3
chassis_structural,2015-09-0,9840.2
processing_cleaning_system,2016-01-3,10517.9
transmission_drive_system,2016-03-3,10756.6
def_system,2016-04-0,10784.4
sensor_vision_system,2016-06-1,11220.5
air_system,2018-01-2,13944.6
auger_unloading_system,2018-02-2,14070.4
electrical_system,2018-04-0,14283.7
cooling_system,2018-05-2,14467.9
processing_cleaning_system,2018-11-2,15429.2
hydraulic_system,2019-04-3,16149.7
fuel_system,2019-05-1,16230.7
chassis_structural,2019-06-2,16438.9
def_system,2019-12-2,17297.5
