component_failed,failure_timestamp,operating_hours_at_failure
processing_cleaning_system,2012-08-2,3788.7
auger_unloading_system,2013-03-0,4803.7
electrical_system,2013-04-0,4936.0
air_system,2013-05-0,5078.7
fuel_system,2013-07-0,5372.3
sensor_vision_system,2014-01-0,6213.1
def_system,2014-08-2,7437.1
auger_unloading_system,2014-11-1,7895.7
hydraulic_system,2015-01-2,8294.2
engine_system,2015-03-2,8590.9
cooling_system,2015-04-0,8612.6
processing_cleaning_system,2015-04-1,8692.9
electrical_system,2016-03-3,10442.7
auger_unloading_system,2016-04-0,10498.3
fuel_system,2016-09-0,11337.0
def_system,2016-10-0,11520.6
processing_cleaning_system,2016-12-0,11835.4
transmission_drive_system,2017-01-2,12106.8
chassis_structural,2017-09-0,13358.0
sensor_vision_system,2018-03-2,14307.4
hydraulic_system,2018-06-2,14848.2
air_system,2018-09-2,15365.4
cooling_system,2019-03-1,16216.4
sensor_vision_system,2019-11-1,17466.2
engine_system,2020-01-0,17750.1
processing_cleaning_system,2020-04-1,18215.0
