component_failed,failure_timestamp,operating_hours_at_failure
processing_cleaning_system,2011-08-0,2088.4
def_system,2013-03-2,5091.3
processing_cleaning_system,2013-05-2,5412.4
engine_system,2013-06-0,5470.4
transmission_drive_system,2014-01-2,6647.4
fuel_system,2014-05-2,7215.9
sensor_vision_system,2014-06-1,7274.7
air_system,2014-06-1,7304.0
def_system,2014-08-1,7637.2
auger_unloading_system,2014-09-2,7928.2
electrical_system,2014-10-3,8142.5
hydraulic_system,2014-12-2,8433.3
chassis_structural,2015-02-2,8736.5
cooling_system,2015-12-1,10169.2
transmission_drive_system,2016-09-1,11551.7
sensor_vision_system,2016-09-2,11613.2
electrical_system,2017-04-0,12545.0
processing_cleaning_system,2017-08-1,13287.4
chassis_structural,2017-09-2,13445.0
def_system,2018-01-2,14086.4
auger_unloading_system,2018-01-2,14126.1
fuel_system,2018-08-0,14954.8
transmission_drive_system,2019-02-2,15913.3
air_system,2019-08-2,16777.2
processing_cleaning_system,2019-11-1,17164.1
hydraulic_system,2020-01-2,17555.1
electrical_system,2020-03-1,17822.7
engine_system,2020-03-2,17932.4
