component_failed,failure_timestamp,operating_hours_at_failure
def_system,2012-02-0,3085.1
processing_cleaning_system,2012-12-2,4659.3
electrical_system,2013-03-0,5006.5
engine_system,2013-06-2,5590.1
sensor_vision_system,2013-12-1,6422.5
cooling_system,2014-01-1,6547.7
air_system,2014-04-0,6951.0
def_system,2014-06-2,7304.9
auger_unloading_system,2014-11-2,8024.1
hydraulic_system,2015-01-1,8294.2
fuel_system,2015-03-1,8551.5
transmission_drive_system,2015-05-2,8933.6
def_system,2015-09-0,9429.6
processing_cleaning_system,2015-09-0,9442.5
chassis_structural,2015-09-1,9521.0
electrical_system,2016-07-0,10941.0
engine_system,2017-02-1,12107.4
processing_cleaning_system,2017-02-1,12115.3
cooling_system,2017-05-1,12510.6
sensor_vision_system,2017-08-3,13051.7
air_system,2017-11-1,13477.7
auger_unloading_system,2018-09-1,15103.2
hydraulic_system,2018-12-1,15547.8
fuel_system,2019-03-0,15944.1
electrical_system,2019-09-2,16960.2
sensor_vision_system,2019-09-2,17001.6
def_system,2020-01-2,17610.0
processing_cleaning_system,2020-04-0,17938.9
