component_failed,failure_timestamp,operating_hours_at_failure
processing_cleaning_system,2011-10-1,2391.0
auger_unloading_system,2012-04-0,3407.8
sensor_vision_system,2012-11-2,4326.0
engine_system,2013-07-2,5507.3
cooling_system,2014-01-1,6362.2
def_system,2014-05-1,7046.1
electrical_system,2014-05-2,7106.7
fuel_system,2014-07-1,7393.3
sensor_vision_system,2014-10-2,7909.9
processing_cleaning_system,2014-10-2,7931.9
def_system,2015-05-1,8868.5
transmission_drive_system,2015-06-1,9050.9
auger_unloading_system,2015-06-1,9060.7
chassis_structural,2015-11-1,9785.6
cooling_system,2016-02-1,10271.2
air_system,2016-09-1,11279.1
hydraulic_system,2016-09-1,11313.4
fuel_system,2017-03-2,12119.7
processing_cleaning_system,2017-06-1,12532.1
auger_unloading_system,2017-07-3,12777.9
engine_system,2017-11-2,13356.2
electrical_system,2018-02-2,13735.5
def_system,2019-01-2,15169.6
sensor_vision_system,2019-06-3,15928.4
engine_system,2019-11-2,16718.7
air_system,2020-02-1,17120.9
