component_failed,failure_timestamp,operating_hours_at_failure
sensor_vision_system,2011-11-0,2580.9
hydraulic_system,2011-12-0,2697.1
engine_system,2012-01-0,2825.5
processing_cleaning_system,2012-11-2,4572.6
auger_unloading_system,2013-02-0,4884.3
def_system,2013-02-2,4987.9
electrical_system,2013-05-2,5431.2
transmission_drive_system,2013-09-1,5999.7
fuel_system,2013-11-1,6259.9
cooling_system,2014-03-1,6855.7
engine_system,2015-01-0,8191.6
chassis_structural,2015-02-1,8464.5
processing_cleaning_system,2015-03-2,8635.0
air_system,2015-06-0,8928.6
sensor_vision_system,2015-11-0,9738.8
def_system,2016-02-0,10211.3
auger_unloading_system,2016-10-0,11158.2
cooling_system,2016-11-1,11419.1
hydraulic_system,2017-01-0,11700.4
transmission_drive_system,2017-08-0,12653.5
electrical_system,2017-12-2,13308.9
sensor_vision_system,2018-10-0,14761.4
fuel_system,2018-12-1,15105.4
processing_cleaning_system,2019-07-1,16193.1
def_system,2019-10-2,16773.9
