component_failed,failure_timestamp,operating_hours_at_failure
auger_unloading_system,2010-12-1,959.4
electrical_system,2012-10-1,4218.0
auger_unloading_system,2013-04-0,5060.8
processing_cleaning_system,2013-06-2,5497.7
def_system,2013-08-2,5872.2
sensor_vision_system,2013-10-1,6137.8
hydraulic_system,2014-02-1,6789.7
fuel_system,2014-04-2,7133.1
cooling_system,2014-05-1,7209.7
transmission_drive_system,2014-08-1,7640.2
engine_system,2014-10-1,8029.5
chassis_structural,2015-05-0,9070.1
auger_unloading_system,2015-07-1,9444.2
processing_cleaning_system,2015-10-0,9807.5
air_system,2016-02-0,10464.9
hydraulic_system,2016-09-0,11516.1
sensor_vision_system,2016-10-1,11733.9
electrical_system,2016-12-2,12045.3
fuel_system,2017-01-2,12218.0
cooling_system,2017-07-0,12890.5
auger_unloading_system,2017-08-3,13161.2
def_system,2017-09-0,13219.6
chassis_structural,2018-04-0,14164.5
processing_cleaning_system,2018-06-2,14553.2
transmission_drive_system,2018-06-3,14598.9
hydraulic_system,2019-03-2,15893.8
sensor_vision_system,2019-12-1,17238.9
engine_system,2020-01-3,17536.6
