component_failed,failure_timestamp,operating_hours_at_failure
sensor_vision_system,2011-12-3,2657.0
sensor_vision_system,2012-11-0,4258.7
cooling_system,2012-12-2,4523.8
chassis_structural,2013-03-0,4877.7
processing_cleaning_system,2013-04-2,5120.4
fuel_system,2013-10-1,6098.0
auger_unloading_system,2014-01-1,6528.9
air_system,2014-02-2,6723.0
def_system,2014-05-2,7182.3
electrical_system,2014-07-1,7463.0
engine_system,2014-09-1,7778.6
transmission_drive_system,2015-01-0,8231.2
hydraulic_system,2015-05-2,8914.6
air_system,2015-06-1,9065.8
processing_cleaning_system,2015-08-1,9261.6
fuel_system,2015-12-1,9823.2
electrical_system,2016-01-3,10057.9
sensor_vision_system,2016-01-3,10057.9
def_system,2016-03-3,10385.2
cooling_system,2016-07-0,10920.4
processing_cleaning_system,2017-07-2,12795.4
engine_system,2017-09-2,13083.2
sensor_vision_system,2018-01-0,13711.1
chassis_structural,2018-03-2,14139.7
def_system,2018-04-2,14261.5
auger_unloading_system,2018-05-2,14370.5
processing_cleaning_system,2019-07-1,16353.6
hydraulic_system,2019-07-2,16370.2
def_system,2019-10-1,16743.2
cooling_system,2020-02-1,17336.4
