component_failed,failure_timestamp,operating_hours_at_failure
auger_unloading_system,2012-07-0,3781.8
sensor_vision_system,2013-05-0,5222.5
engine_system,2013-09-1,5956.9
cooling_system,2014-02-1,6699.2
electrical_system,2014-03-1,6836.5
hydraulic_system,2014-06-1,7363.7
processing_cleaning_system,2014-06-1,7387.5
fuel_system,2014-09-1,7834.9
def_system,2014-11-2,8229.8
transmission_drive_system,2014-11-3,8290.8
air_system,2014-12-2,8449.6
auger_unloading_system,2015-09-0,9725.9
processing_cleaning_system,2016-12-3,11961.3
sensor_vision_system,2017-03-0,12381.5
engine_system,2017-04-0,12520.7
electrical_system,2017-07-3,13146.0
auger_unloading_system,2017-12-3,14001.8
def_system,2018-05-0,14596.5
transmission_drive_system,2018-05-2,14710.8
air_system,2018-08-0,15032.7
chassis_structural,2018-08-1,15078.8
cooling_system,2018-10-0,15342.2
hydraulic_system,2019-06-0,16585.3
processing_cleaning_system,2019-07-2,16793.6
fuel_system,2019-07-2,16823.0
sensor_vision_system,2019-12-2,17589.5
