component_failed,failure_timestamp,operating_hours_at_failure
processing_cleaning_system,2011-09-1,2513.6
auger_unloading_system,2012-07-2,4027.3
processing_cleaning_system,2013-02-0,4973.0
electrical_system,2013-02-2,5025.1
def_system,2013-12-0,6467.9
hydraulic_system,2013-12-1,6504.5
transmission_drive_system,2014-02-1,6917.1
air_system,2014-07-2,7731.1
fuel_system,2014-11-2,8444.2
cooling_system,2015-01-0,8640.5
auger_unloading_system,2015-02-0,8786.3
engine_system,2015-09-0,9816.6
processing_cleaning_system,2015-09-2,9900.3
chassis_structural,2015-11-1,10185.2
def_system,2015-11-1,10243.4
sensor_vision_system,2015-11-1,10252.4
electrical_system,2016-01-3,10620.6
auger_unloading_system,2017-01-0,12311.0
cooling_system,2017-11-2,13903.5
transmission_drive_system,2018-03-2,14530.9
air_system,2018-06-1,15070.5
sensor_vision_system,2018-06-2,15132.8
def_system,2019-02-2,16238.8
auger_unloading_system,2019-10-1,17456.9
processing_cleaning_system,2019-11-2,17687.5
electrical_system,2020-04-2,18303.8
