component_failed,failure_timestamp,operating_hours_at_failure
cooling_system,2012-02-1,2965.7
processing_cleaning_system,2012-12-0,4427.4
electrical_system,2013-04-0,5054.3
sensor_vision_system,2013-05-2,5277.2
auger_unloading_system,2013-05-3,5333.7
def_system,2013-08-1,5678.2
hydraulic_system,2014-11-1,8021.5
processing_cleaning_system,2015-03-2,8616.7
def_system,2015-07-0,9174.2
chassis_structural,2015-08-2,9473.7
engine_system,2015-09-0,9563.4
air_system,2015-10-0,9659.1
fuel_system,2015-10-1,9728.4
sensor_vision_system,2015-11-1,9869.8
cooling_system,2016-07-1,11066.0
auger_unloading_system,2016-10-2,11612.4
sensor_vision_system,2016-11-2,11734.5
transmission_drive_system,2017-05-0,12464.7
electrical_system,2018-01-0,13771.1
processing_cleaning_system,2018-03-0,14066.2
def_system,2018-06-0,14587.4
fuel_system,2018-08-0,14990.6
engine_system,2019-02-1,15898.1
auger_unloading_system,2019-03-0,16045.2
hydraulic_system,2019-03-2,16121.4
air_system,2019-12-1,17518.8
