component_failed,failure_timestamp,operating_hours_at_failure
def_system,2011-12-2,2644.9
sensor_vision_system,2012-07-2,3736.9
processing_cleaning_system,2013-02-2,4673.9
engine_system,2013-05-3,5159.2
cooling_system,2013-08-1,5443.3
auger_unloading_system,2013-12-1,6013.6
air_system,2014-02-1,6423.4
hydraulic_system,2014-02-2,6483.7
fuel_system,2014-05-1,6923.5
sensor_vision_system,2016-02-1,9959.2
engine_system,2016-03-3,10124.2
def_system,2016-03-3,10124.2
electrical_system,2016-07-3,10666.6
processing_cleaning_system,2017-01-0,11411.0
auger_unloading_system,2017-01-0,11438.8
fuel_system,2017-03-0,11697.4
transmission_drive_system,2017-07-2,12485.4
air_system,2017-08-0,12538.5
cooling_system,2017-08-2,12640.4
chassis_structural,2017-11-2,13068.4
sensor_vision_system,2018-04-2,13815.9
hydraulic_system,2019-04-1,15435.0
chassis_structural,2019-09-1,16255.7
def_system,2019-12-1,16757.8
