component_failed,failure_timestamp,operating_hours_at_failure
processing_cleaning_system,2012-04-2,3199.0
electrical_system,2012-07-0,3567.7
auger_unloading_system,2012-07-2,3692.6
sensor_vision_system,2013-07-2,5459.6
chassis_structural,2013-08-0,5540.3
processing_cleaning_system,2013-08-2,5643.2
auger_unloading_system,2013-11-3,6125.1
hydraulic_system,2014-04-1,6795.5
def_system,2014-05-1,6965.4
cooling_system,2014-11-1,7883.1
engine_system,2014-11-2,8013.8
processing_cleaning_system,2015-06-1,8986.0
fuel_system,2015-08-2,9440.3
air_system,2015-12-0,9900.8
def_system,2015-12-1,9965.0
auger_unloading_system,2016-03-3,10536.8
transmission_drive_system,2016-05-1,10763.4
cooling_system,2016-06-1,10935.7
processing_cleaning_system,2016-07-0,11014.7
chassis_structural,2017-12-0,13494.0
electrical_system,2018-01-1,13732.3
engine_system,2018-01-2,13816.2
processing_cleaning_system,2018-04-0,14192.2
def_system,2018-08-0,14763.2
auger_unloading_system,2019-01-0,15529.7
sensor_vision_system,2019-03-0,15804.9
fuel_system,2019-06-0,16246.1
cooling_system,2019-12-1,17105.1
processing_cleaning_system,2020-04-2,17855.2
